0.00000000 1.00000000
0.16071429 0.83928571
0.74257426 0.25742574
0.04494382 0.95505618
0.36638655 0.63361345
0.65668203 0.34331797
0.48466258 0.51533742
0.50301811 0.49698189
0.56660746 0.43339254
0.46681416 0.53318584
0.54401408 0.45598592
0.54285714 0.45714286
0.49889135 0.50110865
0.51247601 0.48752399
0.53592233 0.46407767
0.48319328 0.51680672
0.51252408 0.48747592
0.52572707 0.47427293
0.51234568 0.48765432
0.52713178 0.47286822
0.48117155 0.51882845
0.51428571 0.48571429
0.51234568 0.48765432
0.52268245 0.47731755
0.49591837 0.50408163
0.51676529 0.48323471
0.52521008 0.47478992
0.49200000 0.50800000
0.51923077 0.48076923
0.51804671 0.48195329
0.56378601 0.43621399
0.49903661 0.50096339
0.51540041 0.48459959
0.54043393 0.45956607
0.49473684 0.50526316
0.47560976 0.52439024
0.47162427 0.52837573
0.53100775 0.46899225
0.50858369 0.49141631
0.48051948 0.51948052
0.50088183 0.49911817
0.51851852 0.48148148
0.43934426 0.56065574
0.59482759 0.40517241
0.49520767 0.50479233
0.35714286 0.64285714
0.67031119 0.32968881
0.96774194 0.03225806
0.36734694 0.63265306
0.83636364 0.16363636
1.00000000 0.00000000
