0.85056552 0.00000000
1.55169657 0.00669563
2.25282761 0.00733545
2.95395866 0.00000000
3.65508970 0.04641205
4.35622075 0.11603896
5.05735180 0.15205070
5.75848284 0.15027508
6.45961389 0.13212488
7.16074493 0.18431121
7.86187598 0.15326895
8.56300702 0.19533939
9.26413807 0.17386195
9.96526911 0.17806608
10.66640016 0.18118193
11.36753121 0.17617058
12.06866225 0.17535326
12.76979330 0.17906763
13.47092434 0.16912576
14.17205539 0.18121575
14.87318643 0.19003323
15.57431748 0.17102884
16.27544852 0.19038105
16.97657957 0.18533369
17.67771061 0.17806706
18.37884166 0.18422952
19.07997271 0.16697851
19.78110375 0.17840337
20.48223480 0.16373207
21.18336584 0.17388795
21.88449689 0.16666663
22.58562793 0.18361693
23.28675898 0.17213784
23.98789002 0.16823098
24.68902107 0.18167869
25.39015211 0.19331367
26.09128316 0.17794174
26.79241421 0.16072468
27.49354525 0.19735427
28.19467630 0.17385730
28.89580734 0.16955431
29.59693839 0.16548549
30.29806943 0.13627090
30.99920048 0.15286845
31.70033152 0.15484254
32.40146257 0.13156195
33.10259362 0.04266943
33.80372466 0.03239837
34.50485571 0.00632868
35.20598675 0.00494350
35.90711780 0.00000000
