0.00000000 1.00000000
0.18461538 0.81538462
0.66972477 0.33027523
0.00000000 1.00000000
0.35087719 0.64912281
0.66509434 0.33490566
0.46587537 0.53412463
0.41683367 0.58316633
0.54452055 0.45547945
0.47198276 0.52801724
0.53214286 0.46785714
0.51923077 0.48076923
0.46895075 0.53104925
0.49504950 0.50495050
0.53639847 0.46360153
0.55408389 0.44591611
0.52380952 0.47619048
0.51950719 0.48049281
0.54251012 0.45748988
0.50901804 0.49098196
0.54378819 0.45621181
0.51759834 0.48240166
0.50205761 0.49794239
0.53142857 0.46857143
0.50939457 0.49060543
0.49196787 0.50803213
0.50214592 0.49785408
0.47800000 0.52200000
0.48991935 0.51008065
0.52610442 0.47389558
0.48863636 0.51136364
0.52192982 0.47807018
0.50406504 0.49593496
0.49800000 0.50200000
0.49903661 0.50096339
0.57173448 0.42826552
0.46796117 0.53203883
0.50709939 0.49290061
0.52287582 0.47712418
0.47974414 0.52025586
0.48194946 0.51805054
0.54466231 0.45533769
0.48392555 0.51607445
0.56118143 0.43881857
0.60806916 0.39193084
0.35507246 0.64492754
0.62901896 0.37098104
0.97183099 0.02816901
0.33027523 0.66972477
0.79687500 0.20312500
1.00000000 0.00000000
