0.85056552 0.00000000
1.55169657 0.00578084
2.25282761 0.00711305
2.95395866 0.03965219
3.65508970 0.04033833
4.35622075 0.12077148
5.05735180 0.15842021
5.75848284 0.15305921
6.45961389 0.14199277
7.16074493 0.19649993
7.86187598 0.17256313
8.56300702 0.16686672
9.26413807 0.18099397
9.96526911 0.18888183
10.66640016 0.18794244
11.36753121 0.17100629
12.06866225 0.17800519
12.76979330 0.17693512
13.47092434 0.17704213
14.17205539 0.18980682
14.87318643 0.17792418
15.57431748 0.18360264
16.27544852 0.17696163
16.97657957 0.17551377
17.67771061 0.19173208
18.37884166 0.18498537
19.07997271 0.17483822
19.78110375 0.17862970
20.48223480 0.18933139
21.18336584 0.18358203
21.88449689 0.17014737
22.58562793 0.17860392
23.28675898 0.17670204
23.98789002 0.17595516
24.68902107 0.17387520
25.39015211 0.18533824
26.09128316 0.18592445
26.79241421 0.16745482
27.49354525 0.16306309
28.19467630 0.17805455
28.89580734 0.17284391
29.59693839 0.17652595
30.29806943 0.13796366
30.99920048 0.14972485
31.70033152 0.14282206
32.40146257 0.13394515
33.10259362 0.04352136
33.80372466 0.02834690
34.50485571 0.00693874
35.20598675 0.00596959
35.90711780 0.00000000
