0.000, 1.000
10.000, 0.764
20.000, 0.593
30.000, 0.470
40.000, 0.375
50.000, 0.297
60.000, 0.239
70.000, 0.192
80.000, 0.156
90.000, 0.125
100.000, 0.099
110.000, 0.082
120.000, 0.066
130.000, 0.053
140.000, 0.041
150.000, 0.033
160.000, 0.027
170.000, 0.022
180.000, 0.017
190.000, 0.014
200.000, 0.011
210.000, 0.009
220.000, 0.007
230.000, 0.005
240.000, 0.005
250.000, 0.004
260.000, 0.003
270.000, 0.003
280.000, 0.002
290.000, 0.002
