0.000, 1.000
10.000, 0.577
20.000, 0.386
30.000, 0.271
40.000, 0.186
50.000, 0.136
60.000, 0.094
70.000, 0.067
80.000, 0.043
90.000, 0.030
100.000, 0.020
110.000, 0.014
120.000, 0.009
130.000, 0.006
140.000, 0.005
150.000, 0.003
160.000, 0.003
170.000, 0.001
180.000, 0.001
190.000, 0.001
200.000, 0.001
210.000, 0.000
220.000, 0.000
230.000, 0.000
240.000, 0.000
250.000, 0.000
260.000, 0.000
270.000, 0.000
280.000, 0.000
290.000, 0.000
