0.85818182 0.18642000
1.57454545 0.18200877
2.29090909 0.18105740
3.00727273 0.19764921
3.72363636 0.17521601
4.44000000 0.19267258
5.15636364 0.22825300
5.87272727 0.21054792
6.58909091 0.20112745
7.30545455 0.20127696
8.02181818 0.18803500
8.73818182 0.17891370
9.45454545 0.18167422
10.17090909 0.20064576
10.88727273 0.18006206
11.60363636 0.18041505
12.32000000 0.18940122
13.03636364 0.19155149
13.75272727 0.18387994
14.46909091 0.19134155
15.18545455 0.16148708
15.90181818 0.18580032
16.61818182 0.20067748
17.33454545 0.18905205
18.05090909 0.17475961
18.76727273 0.19775602
19.48363636 0.18555394
20.20000000 0.17991559
20.91636364 0.16739216
21.63272727 0.17156075
22.34909091 0.15845114
23.06545455 0.17547171
23.78181818 0.16758408
