0.44318182 0.55681818
0.48538012 0.51461988
0.47953216 0.52046784
0.51744186 0.48255814
0.53714286 0.46285714
0.53012048 0.46987952
0.52662722 0.47337278
0.52631579 0.47368421
0.50777202 0.49222798
0.56571429 0.43428571
0.47239264 0.52760736
0.50000000 0.50000000
0.58730159 0.41269841
0.48809524 0.51190476
0.50000000 0.50000000
0.51366120 0.48633880
0.50314465 0.49685535
0.54545455 0.45454545
0.49112426 0.50887574
0.50273224 0.49726776
0.48863636 0.51136364
0.51204819 0.48795181
0.52601156 0.47398844
0.53892216 0.46107784
0.47894737 0.52105263
0.50000000 0.50000000
0.49189189 0.50810811
0.48255814 0.51744186
0.48947368 0.51052632
0.43274854 0.56725146
0.51190476 0.48809524
0.47457627 0.52542373
0.48000000 0.52000000
