,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,146.0,-10011.651,-9648.401,15,5,0,4,24
0,147.0,-10017.732,-9654.482,15,5,0,4,24
0,148.0,-10012.458,-9649.208,15,5,0,4,24
0,149.0,-10012.75,-9649.5,15,5,0,4,24
0,150.0,-10012.955,-9649.705,14,6,0,4,24
0,151.0,-10010.869,-9647.619,15,5,0,4,24
0,152.0,-10010.508,-9647.258,15,5,0,4,24
0,153.0,-10013.591,-9650.341,15,5,0,4,24
0,154.0,-10009.097,-9645.847,15,5,0,4,24
0,155.0,-10014.642,-9651.392,15,5,0,4,24
0,156.0,-10013.661,-9650.411,15,5,0,4,24
0,157.0,-10011.565,-9648.315,15,5,0,4,24
0,158.0,-10012.368,-9649.118,15,5,0,4,24
0,159.0,-10013.03,-9649.78,15,5,0,4,24
0,160.0,-10013.169,-9649.919,15,5,0,4,24
0,161.0,-10012.939,-9649.689,15,5,0,4,24
0,162.0,-10013.375,-9650.125,15,5,0,4,24
0,163.0,-10009.085,-9645.835,15,5,0,4,24
0,164.0,-10008.194,-9644.944,15,5,0,4,24
0,165.0,-10013.079,-9649.829,15,5,0,4,24
0,166.0,-10012.97,-9649.72,15,5,0,4,24
0,167.0,-10007.942,-9644.692,15,5,0,4,24
0,168.0,-10011.529,-9648.279,15,5,0,4,24
0,169.0,-10012.715,-9649.465,13,7,0,4,24
0,170.0,-10010.413,-9647.163,15,5,0,4,24
0,171.0,-10015.721,-9652.471,15,5,0,4,24
0,172.0,-10010.505,-9647.255,14,6,0,4,24
0,173.0,-10013.257,-9650.007,15,5,0,4,24
0,174.0,-10012.395,-9649.145,15,5,0,4,24
0,175.0,-10010.551,-9647.301,15,5,0,4,24
0,176.0,-10016.753,-9653.503,15,5,0,4,24
0,177.0,-10009.758,-9646.508,15,5,0,4,24
0,178.0,-10010.839,-9647.589,15,5,0,4,24
0,179.0,-10012.376,-9649.126,14,6,0,4,24
0,180.0,-10010.419,-9647.169,15,5,0,4,24
0,181.0,-10012.053,-9648.803,14,6,0,4,24
0,182.0,-10009.878,-9646.628,15,5,0,4,24
0,183.0,-10010.617,-9647.367,15,5,0,4,24
0,184.0,-10010.153,-9646.903,14,6,0,4,24
0,185.0,-10014.089,-9650.839,15,5,0,4,24
0,186.0,-10010.598,-9647.348,14,6,0,4,24
0,187.0,-10014.258,-9651.008,15,5,0,4,24
0,188.0,-10011.837,-9648.587,15,5,0,4,24
0,189.0,-10011.91,-9648.66,15,5,0,4,24
0,190.0,-10013.63,-9650.38,14,6,0,4,24
0,191.0,-10013.581,-9650.331,15,5,0,4,24
0,192.0,-10011.795,-9648.545,14,6,0,4,24
0,193.0,-10015.8,-9652.55,13,7,0,4,24
0,194.0,-10014.387,-9651.137,14,6,0,4,24
0,195.0,-10008.359,-9645.109,14,6,0,4,24
0,196.0,-10013.011,-9649.761,15,5,0,4,24
0,197.0,-10013.856,-9650.606,15,5,0,4,24
0,198.0,-10013.42,-9650.17,15,5,0,4,24
0,199.0,-10008.445,-9645.195,15,5,0,4,24
0,200.0,-10013.483,-9650.233,14,6,0,4,24
0,201.0,-10015.068,-9651.818,15,5,0,4,24
0,202.0,-10011.651,-9648.401,14,6,0,4,24
0,203.0,-10013.88,-9650.63,14,6,0,4,24
0,204.0,-10010.422,-9647.172,15,5,0,4,24
0,205.0,-10013.417,-9650.167,15,5,0,4,24
0,206.0,-10011.451,-9648.201,15,4,1,4,24
0,207.0,-10016.753,-9653.503,15,5,0,4,24
0,208.0,-10013.8,-9650.55,15,5,0,4,24
0,209.0,-10013.488,-9650.238,15,5,0,4,24
0,210.0,-10012.982,-9649.732,14,6,0,4,24
0,211.0,-10014.647,-9651.397,14,6,0,4,24
0,212.0,-10015.486,-9652.236,15,5,0,4,24
0,213.0,-10012.873,-9649.623,13,7,0,4,24
0,214.0,-10016.949,-9653.699,15,5,0,4,24
0,215.0,-10013.773,-9650.523,14,6,0,4,24
0,216.0,-10013.286,-9650.036,14,6,0,4,24
0,217.0,-10015.03,-9651.78,15,5,0,4,24
0,218.0,-10015.267,-9652.017,14,6,0,4,24
0,219.0,-10012.331,-9649.081,15,5,0,4,24
0,220.0,-10011.54,-9648.29,15,5,0,4,24
0,221.0,-10015.488,-9652.238,15,5,0,4,24
0,222.0,-10009.986,-9646.736,15,5,0,4,24
0,223.0,-10014.326,-9651.076,14,6,0,4,24
0,224.0,-10010.292,-9647.042,15,5,0,4,24
0,225.0,-10013.854,-9650.604,15,5,0,4,24
0,226.0,-10015.026,-9651.776,15,5,0,4,24
0,227.0,-10016.624,-9653.374,15,5,0,4,24
0,228.0,-10012.89,-9649.64,15,5,0,4,24
0,229.0,-10010.775,-9647.525,15,5,0,4,24
0,230.0,-10015.546,-9652.296,14,6,0,4,24
0,231.0,-10014.198,-9650.948,15,5,0,4,24
0,232.0,-10015.458,-9652.208,15,5,0,4,24
0,233.0,-10014.17,-9650.92,15,5,0,4,24
0,234.0,-10009.127,-9645.877,15,5,0,4,24
0,235.0,-10015.093,-9651.843,15,5,0,4,24
0,236.0,-10014.16,-9650.91,13,7,0,4,24
0,237.0,-10011.603,-9648.353,14,6,0,4,24
0,238.0,-10012.913,-9649.663,13,7,0,4,24
0,239.0,-10012.561,-9649.311,15,5,0,4,24
0,240.0,-10013.981,-9650.731,15,5,0,4,24
0,241.0,-10012.081,-9648.831,15,5,0,4,24
0,242.0,-10018.622,-9655.372,15,5,0,4,24
0,243.0,-10013.202,-9649.952,15,5,0,4,24
0,244.0,-10013.071,-9649.821,15,5,0,4,24
0,245.0,-10016.241,-9652.991,15,5,0,4,24
0,246.0,-10013.292,-9650.042,15,5,0,4,24
0,247.0,-10012.725,-9649.475,15,5,0,4,24
0,248.0,-10011.083,-9647.833,15,5,0,4,24
0,249.0,-10011.887,-9648.637,14,6,0,4,24
0,250.0,-10010.769,-9647.519,15,5,0,4,24
0,251.0,-10015.368,-9652.118,14,6,0,4,24
