,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,0.0,-10040.838,-9680.1265,5,4,7,8,24
0,1.0,-9976.2313,-9615.5198,7,5,4,8,24
0,2.0,-9982.1116,-9621.4001,6,6,4,8,24
0,3.0,-9981.8018,-9621.0903,6,7,3,8,24
0,4.0,-9984.2868,-9623.5753,7,6,3,8,24
0,5.0,-9983.4538,-9622.7423,8,5,3,8,24
0,6.0,-9985.5825,-9624.871000000001,8,5,3,8,24
0,7.0,-9989.3239,-9628.6124,8,6,2,8,24
0,8.0,-9985.4096,-9624.698100000001,9,6,1,8,24
0,9.0,-9990.3636,-9629.652100000001,7,9,0,8,24
0,10.0,-9987.006,-9626.2945,9,6,1,8,24
0,11.0,-9990.8787,-9630.1672,9,6,1,8,24
0,12.0,-9992.726,-9632.014500000001,9,7,0,8,24
0,13.0,-9986.7536,-9626.0421,8,8,0,8,24
0,14.0,-9989.6595,-9628.948,9,7,0,8,24
0,15.0,-9994.0513,-9633.3398,9,7,1,7,24
0,16.0,-9993.9424,-9633.2309,8,8,1,7,24
0,17.0,-9995.5438,-9634.8323,8,8,1,7,24
0,18.0,-9990.8799,-9630.1684,9,7,1,7,24
0,19.0,-9993.7489,-9633.037400000001,9,6,2,7,24
0,20.0,-9999.2216,-9638.510100000001,10,6,1,7,24
0,21.0,-9990.9383,-9630.2268,10,6,1,7,24
0,22.0,-9994.8483,-9634.1368,10,6,1,7,24
0,23.0,-9996.2802,-9635.5687,9,7,1,7,24
0,24.0,-9996.2868,-9635.5753,10,6,1,7,24
0,25.0,-9993.7014,-9632.9899,8,8,1,7,24
0,26.0,-9996.2258,-9635.5143,10,6,1,7,24
0,27.0,-9997.2279,-9636.5164,10,6,1,7,24
0,28.0,-9993.2195,-9632.508,10,6,1,7,24
0,29.0,-9996.6541,-9635.9426,10,6,1,7,24
0,30.0,-9995.9718,-9635.2603,10,6,1,7,24
0,31.0,-9994.4873,-9633.775800000001,10,6,1,7,24
0,32.0,-9999.8234,-9639.1119,9,7,1,7,24
0,33.0,-9994.6,-9633.888500000001,10,6,1,7,24
0,34.0,-9998.4244,-9637.7129,10,6,1,7,24
0,35.0,-9992.4164,-9631.7049,10,6,1,7,24
0,36.0,-9994.5048,-9633.793300000001,10,6,1,7,24
0,37.0,-9994.309,-9633.5975,10,6,1,7,24
0,38.0,-9993.6566,-9632.9451,11,5,1,7,24
0,39.0,-9994.7099,-9633.9984,11,5,1,7,24
0,40.0,-9994.433,-9633.721500000001,11,5,1,7,24
0,41.0,-9995.3519,-9634.6404,11,5,1,7,24
0,42.0,-9995.5858,-9634.874300000001,10,6,1,7,24
0,43.0,-9998.9689,-9638.2574,10,6,1,7,24
0,44.0,-9996.52,-9635.808500000001,10,6,1,7,24
0,45.0,-9998.5105,-9637.799,11,5,1,7,24
0,46.0,-9996.4962,-9635.7847,11,5,1,7,24
0,47.0,-9997.148,-9636.4365,9,7,1,7,24
0,48.0,-9999.16,-9638.4485,9,7,1,7,24
0,49.0,-9998.4803,-9637.7688,11,5,1,7,24
0,50.0,-9999.4919,-9638.780400000001,10,6,1,7,24
0,51.0,-9996.1629,-9635.4514,11,5,1,7,24
0,52.0,-9997.3865,-9636.675000000001,10,6,1,7,24
0,53.0,-9992.2557,-9631.5442,9,7,1,7,24
0,54.0,-9999.3274,-9638.6159,10,6,1,7,24
0,55.0,-9997.9065,-9637.195,11,5,1,7,24
0,56.0,-9994.8559,-9634.144400000001,11,5,1,7,24
0,57.0,-9994.2718,-9633.560300000001,11,5,1,7,24
0,58.0,-9998.9186,-9638.207100000001,11,5,1,7,24
0,59.0,-9997.556,-9636.844500000001,10,6,1,7,24
0,60.0,-9993.4268,-9632.7153,10,6,1,7,24
0,61.0,-9998.7711,-9638.0596,11,5,1,7,24
0,62.0,-9993.8082,-9633.0967,10,6,1,7,24
0,63.0,-9997.3537,-9636.6422,11,5,1,7,24
0,64.0,-9999.6307,-9638.9192,11,5,1,7,24
0,65.0,-9996.3698,-9635.658300000001,11,5,1,7,24
0,66.0,-9999.3437,-9638.6322,10,6,1,7,24
0,67.0,-9997.891,-9637.1795,10,6,1,7,24
0,68.0,-10000.862,-9640.1505,10,6,1,7,24
0,69.0,-9997.7305,-9637.019,11,5,1,7,24
0,70.0,-10000.527,-9639.8155,11,5,1,7,24
0,71.0,-10003.383,-9642.6715,11,5,1,7,24
0,72.0,-9995.5865,-9634.875,10,6,1,7,24
0,73.0,-10001.692,-9640.9805,11,5,1,7,24
0,74.0,-9995.0559,-9634.3444,11,5,1,7,24
0,75.0,-9998.8617,-9638.1502,11,5,1,7,24
0,76.0,-9999.0542,-9638.342700000001,10,6,1,7,24
0,77.0,-9996.6975,-9635.986,11,5,1,7,24
0,78.0,-9996.5432,-9635.8317,10,6,1,7,24
0,79.0,-10000.015,-9639.3035,10,6,1,7,24
0,80.0,-10001.781,-9641.069500000001,11,5,1,7,24
0,81.0,-9999.4092,-9638.6977,11,5,1,7,24
0,82.0,-9996.3091,-9635.597600000001,11,5,1,7,24
0,83.0,-9999.2264,-9638.5149,9,7,1,7,24
0,84.0,-10001.674,-9640.962500000001,11,5,1,7,24
0,85.0,-10000.366,-9639.6545,11,5,1,7,24
0,86.0,-9998.4142,-9637.7027,10,6,1,7,24
0,87.0,-9998.1015,-9637.390000000001,11,5,1,7,24
0,88.0,-10000.938,-9640.2265,9,7,1,7,24
0,89.0,-9997.9434,-9637.2319,10,6,1,7,24
0,90.0,-10003.889,-9643.1775,9,8,1,6,24
0,91.0,-9998.9664,-9638.2549,9,8,1,6,24
0,92.0,-10000.535,-9639.8235,9,8,1,6,24
0,93.0,-10000.978,-9640.2665,10,7,1,6,24
0,94.0,-9998.4987,-9637.7872,10,7,1,6,24
0,95.0,-10000.066,-9639.354500000001,10,7,1,6,24
0,96.0,-9999.9568,-9639.2453,11,6,1,6,24
0,97.0,-9999.6663,-9638.954800000001,10,7,1,6,24
0,98.0,-9994.3479,-9633.636400000001,10,7,1,6,24
0,99.0,-10000.267,-9639.5555,10,7,1,6,24
0,100.0,-9999.3277,-9638.6162,11,6,1,6,24
0,101.0,-9997.7479,-9637.0364,10,7,1,6,24
0,102.0,-9997.6217,-9636.9102,11,6,1,6,24
0,103.0,-9996.4105,-9635.699,10,7,1,6,24
0,104.0,-9997.6208,-9636.909300000001,11,6,1,6,24
0,105.0,-10000.166,-9639.4545,11,6,1,6,24
0,106.0,-10001.136,-9640.424500000001,11,6,1,6,24
0,107.0,-9997.3132,-9636.601700000001,11,6,1,6,24
0,108.0,-9998.6407,-9637.9292,11,6,1,6,24
0,109.0,-9996.6525,-9635.941,11,6,1,6,24
0,110.0,-9999.9377,-9639.226200000001,11,6,1,6,24
0,111.0,-10002.11,-9641.398500000001,11,6,1,6,24
0,112.0,-9997.181,-9636.469500000001,11,6,1,6,24
0,113.0,-9999.9486,-9639.2371,11,6,1,6,24
0,114.0,-9997.9824,-9637.270900000001,10,7,1,6,24
0,115.0,-10001.246,-9640.5345,10,7,1,6,24
0,116.0,-9996.4906,-9635.7791,11,6,1,6,24
0,117.0,-9997.6393,-9636.927800000001,10,7,1,6,24
0,118.0,-9999.3369,-9638.6254,10,7,1,6,24
0,119.0,-9995.6983,-9634.9868,11,6,1,6,24
0,120.0,-9998.9586,-9638.2471,11,6,1,6,24
0,121.0,-10000.703,-9639.9915,11,6,1,6,24
0,122.0,-10001.201,-9640.4895,11,6,1,6,24
0,123.0,-10000.159,-9639.4475,11,6,1,6,24
0,124.0,-10000.569,-9639.8575,10,7,2,5,24
0,125.0,-10004.031,-9643.319500000001,11,6,2,5,24
0,126.0,-9998.7059,-9637.994400000001,11,6,2,5,24
0,127.0,-9993.638,-9632.926500000001,11,6,2,5,24
0,128.0,-10000.759,-9640.0475,11,6,2,5,24
0,129.0,-9996.0791,-9635.367600000001,11,6,2,5,24
0,130.0,-9999.4353,-9638.7238,11,6,2,5,24
0,131.0,-10001.65,-9640.9385,11,6,2,5,24
0,132.0,-9999.342,-9638.630500000001,11,6,2,5,24
0,133.0,-9998.3104,-9637.5989,10,7,2,5,24
0,134.0,-9999.3434,-9638.6319,10,7,2,5,24
0,135.0,-10005.732,-9645.0205,11,6,2,5,24
0,136.0,-9996.0449,-9635.333400000001,9,8,2,5,24
0,137.0,-9998.7023,-9637.990800000001,11,6,2,5,24
0,138.0,-9998.5092,-9637.797700000001,11,6,2,5,24
0,139.0,-9999.3975,-9638.686,10,7,2,5,24
0,140.0,-10002.324,-9641.612500000001,11,6,2,5,24
0,141.0,-9996.9495,-9636.238000000001,11,6,2,5,24
0,142.0,-10000.277,-9639.5655,10,7,2,5,24
0,143.0,-9997.0525,-9636.341,10,7,2,5,24
