,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,0.0,-10038.895,-9677.7665,7,3,5,9,24
0,1.0,-9978.5796,-9617.451099999998,10,4,1,9,24
0,2.0,-9978.5871,-9617.4586,10,4,1,9,24
0,3.0,-9980.1799,-9619.051399999998,9,5,1,9,24
0,4.0,-9980.7436,-9619.615099999999,9,5,1,9,24
0,5.0,-9984.1413,-9623.012799999999,10,4,1,9,24
0,6.0,-9983.2879,-9622.159399999999,10,4,1,9,24
0,7.0,-9981.3867,-9620.258199999998,9,5,1,9,24
0,8.0,-9985.1037,-9623.975199999999,9,5,1,9,24
0,9.0,-9985.7142,-9624.5857,10,4,1,9,24
0,10.0,-9982.3501,-9621.221599999999,9,5,1,9,24
0,11.0,-9979.6441,-9618.515599999999,10,4,1,9,24
0,12.0,-9986.4061,-9625.2776,10,4,1,9,24
0,13.0,-9982.0475,-9620.919,10,4,1,9,24
0,14.0,-9988.9956,-9627.8671,10,4,1,9,24
0,15.0,-9986.0285,-9624.9,9,5,1,9,24
0,16.0,-9988.0699,-9626.9414,10,4,1,9,24
0,17.0,-9987.0886,-9625.960099999998,9,5,1,9,24
0,18.0,-9985.9817,-9624.8532,10,4,1,9,24
0,19.0,-9990.723,-9629.5945,10,4,1,9,24
0,20.0,-9985.5276,-9624.399099999999,9,5,1,9,24
0,21.0,-9989.9976,-9628.8691,7,7,1,9,24
0,22.0,-9988.3236,-9627.195099999999,9,5,2,8,24
0,23.0,-9983.3905,-9622.261999999999,9,5,2,8,24
0,24.0,-9991.1033,-9629.9748,9,5,2,8,24
0,25.0,-9991.0411,-9629.9126,10,4,2,8,24
0,26.0,-9990.2643,-9629.1358,9,5,2,8,24
0,27.0,-9989.0363,-9627.907799999999,9,5,2,8,24
0,28.0,-9988.0045,-9626.875999999998,10,4,2,8,24
0,29.0,-9991.1192,-9629.990699999998,10,4,2,8,24
0,30.0,-9986.2554,-9625.1269,10,4,2,8,24
0,31.0,-9990.0183,-9628.889799999999,8,6,2,8,24
0,32.0,-9985.8551,-9624.7266,10,4,2,8,24
0,33.0,-9989.7531,-9628.6246,7,7,2,8,24
0,34.0,-9986.1888,-9625.0603,11,3,2,8,24
0,35.0,-9984.5214,-9623.392899999999,9,5,2,8,24
0,36.0,-9989.7758,-9628.647299999999,11,3,2,8,24
0,37.0,-9991.3288,-9630.200299999999,11,3,2,8,24
0,38.0,-9989.2712,-9628.142699999999,11,3,2,8,24
0,39.0,-9989.4263,-9628.297799999998,11,3,2,8,24
0,40.0,-9995.2992,-9634.170699999999,8,6,2,8,24
0,41.0,-9987.6133,-9626.4848,12,2,2,8,24
0,42.0,-9989.0543,-9627.925799999999,12,2,2,8,24
0,43.0,-9993.3045,-9632.176,11,3,2,8,24
0,44.0,-9993.0447,-9631.9162,12,2,2,8,24
0,45.0,-9992.9122,-9631.7837,11,3,2,8,24
0,46.0,-9993.1263,-9631.9978,11,3,2,8,24
0,47.0,-9990.4962,-9629.367699999999,12,2,2,8,24
0,48.0,-9991.271,-9630.1425,11,3,2,8,24
0,49.0,-9989.2465,-9628.117999999999,12,2,2,8,24
0,50.0,-9993.4536,-9632.3251,11,3,2,8,24
0,51.0,-9990.8303,-9629.701799999999,12,2,2,8,24
