,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,116.0,-10013.23,-9649.98,15,3,2,4,24
0,117.0,-10017.771,-9654.521,15,3,2,4,24
0,118.0,-10014.593,-9651.343,16,2,2,4,24
0,119.0,-10014.22,-9650.97,16,2,2,4,24
0,120.0,-10012.042,-9648.792,16,2,2,4,24
0,121.0,-10012.578,-9649.328,16,2,2,4,24
0,122.0,-10014.241,-9650.991,17,1,2,4,24
0,123.0,-10013.4,-9650.15,16,2,2,4,24
0,124.0,-10013.841,-9650.591,16,3,1,4,24
0,125.0,-10012.6,-9649.35,16,3,1,4,24
0,126.0,-10015.983,-9652.733,16,3,1,4,24
0,127.0,-10012.406,-9649.156,16,3,1,4,24
0,128.0,-10012.705,-9649.455,14,5,1,4,24
0,129.0,-10012.195,-9648.945,15,3,2,4,24
0,130.0,-10012.662,-9649.412,17,1,2,4,24
0,131.0,-10013.255,-9650.005,16,2,2,4,24
0,132.0,-10006.742,-9643.492,15,4,1,4,24
0,133.0,-10012.96,-9649.71,16,3,1,4,24
0,134.0,-10012.955,-9649.705,15,4,1,4,24
0,135.0,-10014.247,-9650.997,15,5,0,4,24
0,136.0,-10012.996,-9649.746,15,5,0,4,24
0,137.0,-10010.9,-9647.65,15,5,0,4,24
0,138.0,-10011.351,-9648.101,15,5,0,4,24
0,139.0,-10011.492,-9648.242,15,5,0,4,24
0,140.0,-10014.601,-9651.351,14,6,0,4,24
0,141.0,-10009.938,-9646.688,14,6,0,4,24
0,142.0,-10013.105,-9649.855,15,5,0,4,24
0,143.0,-10010.719,-9647.469,15,5,0,4,24
0,144.0,-10014.135,-9650.885,13,7,0,4,24
0,145.0,-10017.064,-9653.814,14,6,0,4,24
0,146.0,-10011.704,-9648.454,15,5,0,4,24
0,147.0,-10012.318,-9649.068,15,5,0,4,24
0,148.0,-10013.734,-9650.484,15,5,0,4,24
0,149.0,-10008.45,-9645.2,15,5,0,4,24
0,150.0,-10011.595,-9648.345,15,5,0,4,24
0,151.0,-10011.537,-9648.287,14,6,0,4,24
0,152.0,-10010.037,-9646.787,15,5,0,4,24
0,153.0,-10011.807,-9648.557,14,6,0,4,24
0,154.0,-10010.259,-9647.009,13,7,0,4,24
0,155.0,-10009.215,-9645.965,15,5,0,4,24
0,156.0,-10008.969,-9645.719,14,6,0,4,24
0,157.0,-10011.592,-9648.342,15,5,0,4,24
0,158.0,-10008.095,-9644.845,14,6,0,4,24
0,159.0,-10012.511,-9649.261,14,6,0,4,24
0,160.0,-10010.51,-9647.26,15,5,0,4,24
0,161.0,-10008.575,-9645.325,15,5,0,4,24
0,162.0,-10010.587,-9647.337,15,5,0,4,24
0,163.0,-10009.73,-9646.48,16,3,1,4,24
0,164.0,-10015.416,-9652.166,14,5,1,4,24
0,165.0,-10010.927,-9647.677,16,3,1,4,24
0,166.0,-10012.884,-9649.634,16,3,1,4,24
0,167.0,-10009.583,-9646.333,15,3,1,4,23
0,168.0,-10010.642,-9647.392,16,3,1,4,24
0,169.0,-10013.334,-9650.084,16,3,1,4,24
0,170.0,-10011.849,-9648.599,15,4,1,4,24
0,171.0,-10012.129,-9648.879,15,4,1,4,24
0,172.0,-10012.159,-9648.909,15,4,1,4,24
0,173.0,-10012.396,-9649.146,15,4,1,4,24
0,174.0,-10011.294,-9648.044,16,3,1,4,24
0,175.0,-10008.59,-9645.34,15,4,1,4,24
0,176.0,-10008.203,-9644.953,16,3,1,4,24
0,177.0,-10010.99,-9647.74,15,4,1,4,24
0,178.0,-10008.62,-9645.37,15,4,1,4,24
0,179.0,-10013.496,-9650.246,16,3,1,4,24
0,180.0,-10012.99,-9649.74,15,4,1,4,24
0,181.0,-10011.621,-9648.371,15,4,1,4,24
0,182.0,-10009.467,-9646.217,15,4,1,4,24
0,183.0,-10012.378,-9649.128,16,3,1,4,24
0,184.0,-10013.075,-9649.825,16,3,1,4,24
0,185.0,-10010.561,-9647.311,16,3,1,4,24
0,186.0,-10010.472,-9647.222,15,4,1,4,24
0,187.0,-10013.383,-9650.133,16,3,1,4,24
0,188.0,-10012.289,-9649.039,15,4,1,4,24
0,189.0,-10006.929,-9643.679,15,4,1,4,24
0,190.0,-10013.797,-9650.547,16,3,1,4,24
0,191.0,-10007.985,-9644.735,16,3,1,4,24
0,192.0,-10011.166,-9647.916,14,5,1,4,24
0,193.0,-10013.177,-9649.927,15,4,1,4,24
0,194.0,-10011.609,-9648.359,16,3,1,4,24
0,195.0,-10013.292,-9650.042,16,3,1,4,24
0,196.0,-10009.926,-9646.676,16,3,1,4,24
0,197.0,-10017.108,-9653.858,14,5,1,4,24
0,198.0,-10012.908,-9649.658,15,4,1,4,24
0,199.0,-10018.017,-9654.767,15,4,1,4,24
0,200.0,-10012.85,-9649.6,14,5,1,4,24
0,201.0,-10012.654,-9649.404,14,5,1,4,24
0,202.0,-10009.486,-9646.236,16,3,1,4,24
0,203.0,-10012.552,-9649.302,16,3,1,4,24
0,204.0,-10009.5,-9646.25,16,3,1,4,24
0,205.0,-10013.56,-9650.31,16,3,1,4,24
0,206.0,-10012.336,-9649.086,16,3,1,4,24
0,207.0,-10015.045,-9651.795,16,3,1,4,24
0,208.0,-10010.68,-9647.43,16,2,2,4,24
0,209.0,-10014.134,-9650.884,16,2,2,4,24
0,210.0,-10008.93,-9645.68,16,2,2,4,24
0,211.0,-10013.199,-9649.949,17,1,2,4,24
0,212.0,-10013.376,-9650.126,14,4,2,4,24
0,213.0,-10016.424,-9653.174,16,2,2,4,24
0,214.0,-10012.959,-9649.709,17,1,2,4,24
0,215.0,-10015.525,-9652.275,16,2,2,4,24
0,216.0,-10014.223,-9650.973,17,1,2,4,24
0,217.0,-10013.509,-9650.259,16,2,2,4,24
0,218.0,-10012.342,-9649.092,16,2,2,4,24
0,219.0,-10013.495,-9650.245,16,2,2,4,24
0,220.0,-10013.98,-9650.73,15,3,2,4,24
0,221.0,-10016.286,-9653.036,16,2,2,4,24
0,222.0,-10012.353,-9649.103,16,3,1,4,24
0,223.0,-10009.299,-9646.049,16,3,1,4,24
0,224.0,-10012.067,-9648.817,16,3,1,4,24
0,225.0,-10010.936,-9647.686,16,3,1,4,24
0,226.0,-10014.472,-9651.222,16,3,1,4,24
0,227.0,-10012.355,-9649.105,15,4,1,4,24
0,228.0,-10009.878,-9646.628,15,4,1,4,24
0,229.0,-10013.746,-9650.496,16,3,1,4,24
0,230.0,-10008.362,-9645.112,16,3,1,4,24
0,231.0,-10014.094,-9650.844,16,3,1,4,24
0,232.0,-10012.147,-9648.897,16,3,1,4,24
0,233.0,-10013.38,-9650.13,15,4,1,4,24
0,234.0,-10016.954,-9653.704,16,3,1,4,24
0,235.0,-10012.352,-9649.102,15,4,1,4,24
0,236.0,-10011.065,-9647.815,15,4,1,4,24
0,237.0,-10013.656,-9650.406,16,3,1,4,24
0,238.0,-10013.373,-9650.123,16,3,1,4,24
0,239.0,-10014.062,-9650.812,16,3,1,4,24
0,240.0,-10011.363,-9648.113,17,1,2,4,24
0,241.0,-10015.029,-9651.779,17,1,2,4,24
0,242.0,-10011.167,-9647.917,17,1,2,4,24
0,243.0,-10013.11,-9649.86,16,2,2,4,24
0,244.0,-10018.08,-9654.83,17,1,2,4,24
0,245.0,-10012.305,-9649.055,17,1,2,4,24
0,246.0,-10013.028,-9649.778,17,1,2,4,24
0,247.0,-10011.724,-9648.474,17,1,2,4,24
0,248.0,-10016.192,-9652.942,16,2,2,4,24
0,249.0,-10015.567,-9652.317,16,2,2,4,24
0,250.0,-10008.682,-9645.432,17,1,2,4,24
0,251.0,-10017.05,-9653.8,16,2,2,4,24
