,Time,Tot_Energy,Free_Energy,OH2,OH,O,All
0,155.0,-9971.4329,-9652.4424,0,5,19,24
0,156.0,-9970.7266,-9651.7361,0,4,20,24
0,157.0,-9970.7353,-9651.7448,0,4,20,24
0,158.0,-9966.236,-9647.2455,0,4,20,24
0,159.0,-9970.9086,-9651.9181,0,4,20,24
0,160.0,-9965.0692,-9646.0787,0,4,20,24
0,161.0,-9967.4666,-9648.4761,0,5,19,24
0,162.0,-9969.9601,-9650.9696,0,5,19,24
0,163.0,-9967.4099,-9648.4194,0,4,20,24
0,164.0,-9969.1928,-9650.2023,0,4,20,24
0,165.0,-9969.4841,-9650.4936,0,4,20,24
0,166.0,-9968.1611,-9649.1706,0,4,20,24
0,167.0,-9970.1138,-9651.1233,0,5,19,24
0,168.0,-9967.3482,-9648.3577,0,5,19,24
0,169.0,-9966.1153,-9647.1248,0,5,19,24
0,170.0,-9969.0878,-9650.0973,0,5,19,24
0,171.0,-9970.263,-9651.272500000001,0,5,19,24
0,172.0,-9966.9188,-9647.9283,0,5,19,24
0,173.0,-9968.923,-9649.9325,0,5,19,24
0,174.0,-9969.3521,-9650.3616,0,5,19,24
0,175.0,-9974.5911,-9655.6006,0,5,19,24
0,176.0,-9972.3528,-9653.3623,0,4,20,24
0,177.0,-9972.0242,-9653.0337,0,4,20,24
0,178.0,-9970.6476,-9651.6571,0,4,20,24
0,179.0,-9973.0651,-9654.0746,0,4,20,24
0,180.0,-9969.9693,-9650.9788,0,3,21,24
0,181.0,-9968.6017,-9649.6112,0,3,21,24
0,182.0,-9971.0128,-9652.0223,0,3,21,24
0,183.0,-9972.7107,-9653.7202,0,4,20,24
0,184.0,-9967.6886,-9648.6981,0,3,21,24
0,185.0,-9971.1569,-9652.1664,0,3,21,24
0,186.0,-9966.0576,-9647.0671,0,3,21,24
0,187.0,-9969.334,-9650.3435,0,5,19,24
0,188.0,-9970.0509,-9651.0604,0,3,21,24
0,189.0,-9965.3346,-9646.3441,0,3,21,24
0,190.0,-9970.5654,-9651.5749,0,3,21,24
0,191.0,-9971.0127,-9652.0222,0,3,21,24
0,192.0,-9971.2909,-9652.3004,0,2,22,24
0,193.0,-9966.827,-9647.8365,0,4,20,24
0,194.0,-9969.6724,-9650.6819,0,3,21,24
0,195.0,-9971.0921,-9652.1016,0,3,21,24
0,196.0,-9965.6495,-9646.659,0,3,21,24
0,197.0,-9969.7095,-9650.719000000001,0,3,21,24
0,198.0,-9970.029,-9651.0385,0,3,21,24
0,199.0,-9969.4367,-9650.4462,0,4,20,24
0,200.0,-9967.1884,-9648.1979,0,3,21,24
0,201.0,-9965.8936,-9646.9031,0,3,21,24
0,202.0,-9969.6429,-9650.6524,0,3,21,24
0,203.0,-9968.9564,-9649.9659,0,3,21,24
0,204.0,-9973.8079,-9654.8174,0,2,22,24
0,205.0,-9969.6719,-9650.6814,0,3,21,24
0,206.0,-9970.9055,-9651.915,0,3,21,24
0,207.0,-9973.1926,-9654.2021,0,3,21,24
0,208.0,-9969.0646,-9650.0741,0,3,21,24
0,209.0,-9973.5428,-9654.5523,0,3,21,24
0,210.0,-9972.8629,-9653.8724,0,3,21,24
0,211.0,-9969.6112,-9650.6207,0,3,21,24
0,212.0,-9971.3051,-9652.3146,0,3,21,24
0,213.0,-9972.2521,-9653.2616,0,3,21,24
0,214.0,-9970.9181,-9651.9276,0,2,22,24
0,215.0,-9971.6523,-9652.6618,0,2,22,24
0,216.0,-9968.0292,-9649.038700000001,0,2,22,24
0,217.0,-9969.0485,-9650.058,0,2,22,24
0,218.0,-9972.4277,-9653.4372,0,2,22,24
0,219.0,-9970.2733,-9651.2828,0,2,22,24
0,220.0,-9969.0732,-9650.0827,0,3,21,24
0,221.0,-9971.7799,-9652.7894,0,2,22,24
0,222.0,-9968.8586,-9649.8681,0,2,22,24
0,223.0,-9974.1626,-9655.1721,0,2,22,24
0,224.0,-9971.8184,-9652.8279,0,2,22,24
0,225.0,-9968.0732,-9649.0827,0,3,21,24
0,226.0,-9970.975,-9651.9845,0,2,22,24
0,227.0,-9967.7686,-9648.7781,0,2,22,24
0,228.0,-9968.7496,-9649.7591,0,2,22,24
0,229.0,-9970.1698,-9651.1793,0,2,22,24
0,230.0,-9966.6662,-9647.6757,0,2,22,24
0,231.0,-9971.0294,-9652.0389,0,2,22,24
0,232.0,-9971.3246,-9652.3341,0,2,22,24
0,233.0,-9969.6805,-9650.69,0,2,22,24
0,234.0,-9969.0006,-9650.0101,0,2,22,24
0,235.0,-9969.7063,-9650.7158,0,3,21,24
0,236.0,-9972.5618,-9653.5713,0,3,21,24
0,237.0,-9969.4981,-9650.5076,0,2,22,24
0,238.0,-9968.745,-9649.754500000001,0,2,22,24
0,239.0,-9967.6465,-9648.656,0,3,21,24
0,240.0,-9967.8639,-9648.8734,0,2,22,24
0,241.0,-9972.0316,-9653.0411,0,2,22,24
0,242.0,-9970.7354,-9651.7449,0,2,22,24
0,243.0,-9972.1486,-9653.1581,0,2,22,24
0,244.0,-9971.2995,-9652.309,0,2,22,24
0,245.0,-9974.6882,-9655.6977,0,2,22,24
0,246.0,-9970.5525,-9651.562,0,2,22,24
0,247.0,-9966.6433,-9647.6528,0,3,21,24
0,248.0,-9968.5691,-9649.5786,0,2,22,24
0,249.0,-9969.5585,-9650.568,0,2,22,24
0,250.0,-9965.8149,-9646.8244,0,2,22,24
0,251.0,-9969.4264,-9650.4359,0,2,22,24
