,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,103.0,-9954.0867,-9631.306700000001,7,10,1,6,24
0,104.0,-9956.9898,-9634.2098,9,8,1,6,24
0,105.0,-9959.0689,-9636.288900000001,9,8,1,6,24
0,106.0,-9956.2905,-9633.5105,9,8,1,6,24
0,107.0,-9956.0534,-9633.273400000002,9,8,1,6,24
0,108.0,-9955.5391,-9632.759100000001,9,8,1,6,24
0,109.0,-9959.3355,-9636.5555,9,8,1,6,24
0,110.0,-9955.6351,-9632.8551,9,8,1,6,24
0,111.0,-9957.69,-9634.910000000002,9,8,1,6,24
0,112.0,-9952.914,-9630.134000000002,9,8,1,6,24
0,113.0,-9956.2797,-9633.4997,9,8,1,6,24
0,114.0,-9959.4069,-9636.626900000001,9,8,1,6,24
0,115.0,-9958.3433,-9635.563300000002,9,8,1,6,24
0,116.0,-9955.7963,-9633.016300000001,9,8,1,6,24
0,117.0,-9957.0075,-9634.2275,9,7,2,6,24
0,118.0,-9958.9235,-9636.143500000002,9,8,1,6,24
0,119.0,-9955.9118,-9633.131800000001,9,8,1,6,24
0,120.0,-9951.1969,-9628.416900000002,8,9,1,6,24
0,121.0,-9954.3539,-9631.573900000001,9,8,1,6,24
0,122.0,-9959.4675,-9636.687500000002,9,8,1,6,24
0,123.0,-9957.1514,-9634.371400000002,9,8,1,6,24
0,124.0,-9955.1168,-9632.336800000001,9,8,1,6,24
0,125.0,-9958.2131,-9635.433100000002,9,8,1,6,24
0,126.0,-9956.4189,-9633.638900000002,9,8,1,6,24
0,127.0,-9957.7015,-9634.9215,9,8,1,6,24
0,128.0,-9954.7858,-9632.0058,9,8,1,6,24
0,129.0,-9955.1745,-9632.3945,9,8,1,6,24
0,130.0,-9957.2925,-9634.5125,9,7,2,6,24
0,131.0,-9952.465,-9629.685000000001,8,9,1,6,24
0,132.0,-9956.6524,-9633.872400000002,9,8,1,6,24
0,133.0,-9955.3585,-9632.578500000001,9,8,1,6,24
0,134.0,-9958.5032,-9635.7232,9,8,1,6,24
0,135.0,-9961.2057,-9638.425700000002,9,8,1,6,24
0,136.0,-9957.0988,-9634.318800000001,9,8,1,6,24
0,137.0,-9961.3398,-9638.5598,9,8,1,6,24
0,138.0,-9961.0592,-9638.2792,9,8,1,6,24
0,139.0,-9958.683,-9635.903000000002,9,8,1,6,24
0,140.0,-9957.2324,-9634.452400000002,9,8,1,6,24
0,141.0,-9962.1669,-9639.386900000001,8,9,1,6,24
0,142.0,-9954.9813,-9632.2013,8,9,1,6,24
0,143.0,-9957.0736,-9634.2936,8,9,1,6,24
0,144.0,-9957.7307,-9634.950700000001,9,8,1,6,24
0,145.0,-9955.5356,-9632.7556,9,8,1,6,24
0,146.0,-9958.717,-9635.937000000002,9,8,1,6,24
0,147.0,-9958.9192,-9636.139200000001,10,7,1,6,24
0,148.0,-9957.9156,-9635.135600000001,10,7,1,6,24
0,149.0,-9960.8133,-9638.033300000001,10,7,1,6,24
0,150.0,-9961.4942,-9638.7142,9,7,2,6,24
0,151.0,-9961.162,-9638.382000000001,10,6,2,6,24
0,152.0,-9958.5661,-9635.786100000001,10,7,1,6,24
0,153.0,-9962.4317,-9639.6517,10,7,1,6,24
0,154.0,-9958.0295,-9635.249500000002,9,8,1,6,24
0,155.0,-9955.0757,-9632.2957,9,7,2,6,24
0,156.0,-9957.2277,-9634.4477,10,7,1,6,24
0,157.0,-9961.235,-9638.455000000002,9,8,1,6,24
0,158.0,-9957.3615,-9634.581500000002,10,7,1,6,24
0,159.0,-9955.4187,-9632.638700000001,10,7,1,6,24
0,160.0,-9957.6321,-9634.852100000002,10,7,1,6,24
0,161.0,-9957.3265,-9634.5465,10,7,1,6,24
0,162.0,-9956.5946,-9633.814600000002,10,7,1,6,24
0,163.0,-9959.6156,-9636.8356,10,7,1,6,24
0,164.0,-9956.9993,-9634.2193,8,9,1,6,24
0,165.0,-9960.8693,-9638.089300000001,10,7,1,6,24
0,166.0,-9959.5243,-9636.7443,9,8,1,6,24
0,167.0,-9959.667,-9636.887,9,8,1,6,24
0,168.0,-9960.1998,-9637.419800000001,10,7,1,6,24
0,169.0,-9959.5357,-9636.755700000002,10,7,1,6,24
0,170.0,-9957.5271,-9634.7471,10,7,1,6,24
0,171.0,-9955.4833,-9632.703300000001,10,7,1,6,24
0,172.0,-9963.2654,-9640.485400000001,9,8,1,6,24
0,173.0,-9961.0855,-9638.3055,10,7,1,6,24
0,174.0,-9960.2036,-9637.423600000002,10,6,2,6,24
0,175.0,-9962.5794,-9639.799400000002,10,7,1,6,24
0,176.0,-9960.0252,-9637.245200000001,10,7,1,6,24
0,177.0,-9961.65,-9638.87,9,8,1,6,24
0,178.0,-9960.9542,-9638.174200000001,10,7,1,6,24
0,179.0,-9960.7484,-9637.968400000002,10,7,1,6,24
0,180.0,-9956.7973,-9634.017300000001,10,7,1,6,24
0,181.0,-9960.8539,-9638.073900000001,10,7,1,6,24
0,182.0,-9956.8972,-9634.1172,10,7,1,6,24
0,183.0,-9954.9669,-9632.1869,10,7,1,6,24
0,184.0,-9959.7902,-9637.0102,10,7,1,6,24
0,185.0,-9959.7235,-9636.943500000001,10,7,1,6,24
0,186.0,-9956.6641,-9633.884100000001,10,7,1,6,24
0,187.0,-9955.2787,-9632.498700000002,10,7,1,6,24
0,188.0,-9953.7364,-9630.956400000001,9,8,1,6,24
0,189.0,-9958.0505,-9635.2705,10,7,1,6,24
0,190.0,-9955.7988,-9633.018800000002,10,7,1,6,24
0,191.0,-9962.2191,-9639.439100000001,9,8,1,6,24
0,192.0,-9957.3038,-9634.5238,10,7,1,6,24
0,193.0,-9958.8038,-9636.0238,10,7,1,6,24
0,194.0,-9958.3985,-9635.6185,10,7,1,6,24
0,195.0,-9956.0166,-9633.236600000002,10,7,1,6,24
0,196.0,-9955.6631,-9632.883100000001,9,8,1,6,24
0,197.0,-9960.228,-9637.448,10,7,1,6,24
0,198.0,-9956.6455,-9633.865500000002,10,7,1,6,24
0,199.0,-9957.8623,-9635.082300000002,9,8,1,6,24
0,200.0,-9958.8069,-9636.0269,9,8,1,6,24
0,201.0,-9952.6276,-9629.847600000001,9,8,1,6,24
0,202.0,-9956.5755,-9633.795500000002,10,7,1,6,24
0,203.0,-9958.8917,-9636.111700000001,10,7,1,6,24
0,204.0,-9954.7365,-9631.956500000002,8,9,1,6,24
0,205.0,-9954.002,-9631.222000000002,9,8,1,6,24
0,206.0,-9960.9002,-9638.120200000001,9,8,1,6,24
0,207.0,-9958.1732,-9635.3932,9,8,1,6,24
0,208.0,-9956.8106,-9634.030600000002,10,7,1,6,24
0,209.0,-9959.3865,-9636.606500000002,10,7,1,6,24
0,210.0,-9957.1568,-9634.376800000002,10,7,1,6,24
0,211.0,-9959.6102,-9636.8302,10,7,1,6,24
0,212.0,-9958.3158,-9635.535800000001,8,9,1,6,24
0,213.0,-9956.7798,-9633.999800000001,10,7,1,6,24
0,214.0,-9957.387,-9634.607000000002,10,7,1,6,24
0,215.0,-9955.7199,-9632.939900000001,10,7,1,6,24
0,216.0,-9958.8764,-9636.0964,9,8,1,6,24
0,217.0,-9958.4819,-9635.701900000002,9,8,1,6,24
0,218.0,-9961.1189,-9638.3389,10,7,1,6,24
0,219.0,-9961.3241,-9638.544100000001,10,7,1,6,24
0,220.0,-9958.2505,-9635.470500000001,10,7,1,6,24
0,221.0,-9960.3019,-9637.521900000002,9,8,1,6,24
0,222.0,-9958.924,-9636.144000000002,10,7,1,6,24
0,223.0,-9965.6065,-9642.826500000001,10,7,1,6,24
0,224.0,-9957.1513,-9634.3713,10,7,1,6,24
0,225.0,-9958.6813,-9635.901300000001,9,8,1,6,24
0,226.0,-9956.7479,-9633.967900000001,10,7,1,6,24
0,227.0,-9960.788,-9638.008000000002,9,8,1,6,24
0,228.0,-9959.2959,-9636.5159,10,7,1,6,24
0,229.0,-9959.4555,-9636.675500000001,10,7,1,6,24
0,230.0,-9959.0187,-9636.238700000002,10,7,1,6,24
0,231.0,-9955.138,-9632.358000000002,8,9,1,6,24
0,232.0,-9957.459,-9634.679000000002,10,7,1,6,24
0,233.0,-9957.4328,-9634.652800000002,9,8,1,6,24
0,234.0,-9955.0136,-9632.233600000001,10,7,1,6,24
0,235.0,-9957.9012,-9635.121200000001,9,8,1,6,24
0,236.0,-9953.523,-9630.743,10,7,1,6,24
0,237.0,-9955.7587,-9632.978700000001,9,8,1,6,24
0,238.0,-9958.8434,-9636.063400000001,10,7,1,6,24
0,239.0,-9956.4294,-9633.649400000002,10,7,1,6,24
0,240.0,-9957.078,-9634.298,9,8,1,6,24
0,241.0,-9958.4047,-9635.6247,10,7,1,6,24
0,242.0,-9956.6324,-9633.852400000002,10,7,1,6,24
0,243.0,-9958.2769,-9635.496900000002,9,8,1,6,24
0,244.0,-9956.9578,-9634.177800000001,9,8,1,6,24
0,245.0,-9959.1529,-9636.3729,10,6,2,6,24
0,246.0,-9956.5809,-9633.800900000002,10,7,1,6,24
0,247.0,-9960.3349,-9637.554900000001,9,8,1,6,24
0,248.0,-9956.9698,-9634.189800000002,10,7,1,6,24
0,249.0,-9958.1797,-9635.399700000002,10,6,2,6,24
0,250.0,-9959.3265,-9636.5465,9,8,1,6,24
0,251.0,-9959.1213,-9636.341300000002,10,7,1,6,24
