,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,0.0,-10010.541,-9681.016,4,8,6,6,24
0,1.0,-9951.8195,-9622.2945,7,6,5,6,24
0,2.0,-9947.2387,-9617.7137,7,7,4,6,24
0,3.0,-9952.5879,-9623.0629,8,6,4,6,24
0,4.0,-9954.7388,-9625.2138,8,6,4,6,24
0,5.0,-9952.7374,-9623.2124,8,6,4,6,24
0,6.0,-9956.6743,-9627.149300000001,8,6,4,6,24
0,7.0,-9956.1811,-9626.6561,10,4,4,6,24
0,8.0,-9955.1088,-9625.5838,10,4,4,6,24
0,9.0,-9958.3618,-9628.836800000001,10,4,4,6,24
0,10.0,-9960.5052,-9630.9802,10,4,4,6,24
0,11.0,-9960.2326,-9630.7076,10,4,4,6,24
0,12.0,-9961.8309,-9632.305900000001,10,4,4,6,24
0,13.0,-9962.6296,-9633.1046,10,4,4,6,24
0,14.0,-9965.0291,-9635.5041,10,4,4,6,24
0,15.0,-9964.9648,-9635.4398,10,4,4,6,24
0,16.0,-9962.7898,-9633.2648,10,4,4,6,24
0,17.0,-9966.048,-9636.523000000001,10,4,4,6,24
0,18.0,-9961.5835,-9632.058500000001,10,4,4,6,24
0,19.0,-9959.7501,-9630.2251,10,4,4,6,24
0,20.0,-9964.5546,-9635.0296,10,4,4,6,24
0,21.0,-9962.4876,-9632.9626,10,4,4,6,24
0,22.0,-9962.1319,-9632.6069,10,4,4,6,24
0,23.0,-9963.7916,-9634.2666,10,4,4,6,24
0,24.0,-9960.5063,-9630.9813,9,5,4,6,24
0,25.0,-9964.1176,-9634.5926,10,4,4,6,24
0,26.0,-9963.8611,-9634.3361,10,4,4,6,24
0,27.0,-9964.8811,-9635.3561,10,4,4,6,24
0,28.0,-9961.7374,-9632.2124,10,4,4,6,24
0,29.0,-9961.3972,-9631.8722,9,5,4,6,24
0,30.0,-9961.8914,-9632.3664,10,4,4,6,24
0,31.0,-9964.3721,-9634.8471,8,7,3,6,24
0,32.0,-9966.8578,-9637.3328,10,5,3,6,24
0,33.0,-9963.4189,-9633.893900000001,9,6,3,6,24
