,Time,Tot_Energy,Free_Energy,OH2,OH,O,All
0,0.0,-10068.084,-9690.510000000002,0,15,9,24
0,1.0,-10002.202,-9624.628,0,14,10,24
0,2.0,-10004.684,-9627.11,0,13,11,24
0,3.0,-10007.444,-9629.87,0,13,11,24
0,4.0,-10011.029,-9633.455000000002,0,13,11,24
0,5.0,-10008.622,-9631.048,0,13,11,24
0,6.0,-10011.169,-9633.595000000001,0,13,11,24
0,7.0,-10007.569,-9629.995,0,14,10,24
0,8.0,-10010.083,-9632.509000000002,0,14,10,24
0,9.0,-10012.013,-9634.439000000002,0,13,11,24
0,10.0,-10011.863,-9634.289,0,13,11,24
0,11.0,-10008.596,-9631.022,0,13,11,24
0,12.0,-10013.876,-9636.302000000001,0,13,11,24
0,13.0,-10015.852,-9638.278000000002,0,12,12,24
0,14.0,-10011.805,-9634.231000000002,0,12,12,24
0,15.0,-10012.734,-9635.160000000002,0,13,11,24
0,16.0,-10016.278,-9638.704000000002,0,12,12,24
0,17.0,-10017.21,-9639.636,0,12,12,24
0,18.0,-10017.041,-9639.467,0,12,12,24
0,19.0,-10015.967,-9638.393000000002,0,11,13,24
0,20.0,-10011.53,-9633.956000000002,0,11,13,24
0,21.0,-10017.66,-9640.086000000001,0,10,14,24
0,22.0,-10015.783,-9638.209,0,11,13,24
0,23.0,-10019.01,-9641.436000000002,0,11,13,24
0,24.0,-10013.929,-9636.355000000001,0,10,14,24
0,25.0,-10017.916,-9640.342,0,10,14,24
0,26.0,-10014.172,-9636.598000000002,0,10,14,24
0,27.0,-10019.817,-9642.243,0,10,14,24
0,28.0,-10017.842,-9640.268000000002,0,9,15,24
0,29.0,-10018.781,-9641.207000000002,0,10,14,24
0,30.0,-10018.165,-9640.591000000002,0,9,15,24
0,31.0,-10015.564,-9637.990000000002,0,10,14,24
0,32.0,-10019.598,-9642.024000000001,0,11,13,24
0,33.0,-10021.033,-9643.459,0,10,14,24
0,34.0,-10017.196,-9639.622000000001,0,10,14,24
0,35.0,-10017.279,-9639.705000000002,0,10,14,24
0,36.0,-10022.143,-9644.569000000001,0,9,15,24
0,37.0,-10017.657,-9640.083,0,9,15,24
0,38.0,-10020.079,-9642.505000000001,0,10,14,24
0,39.0,-10023.44,-9645.866000000002,0,10,14,24
0,40.0,-10021.23,-9643.656,0,9,15,24
0,41.0,-10016.817,-9639.243,0,10,14,24
0,42.0,-10021.149,-9643.575,0,10,14,24
0,43.0,-10020.28,-9642.706000000002,0,8,16,24
0,44.0,-10016.014,-9638.44,0,10,14,24
0,45.0,-10022.206,-9644.632000000001,0,9,15,24
0,46.0,-10022.175,-9644.601,0,9,15,24
0,47.0,-10022.364,-9644.79,0,8,16,24
0,48.0,-10023.05,-9645.476,0,9,15,24
0,49.0,-10018.45,-9640.876000000002,0,9,15,24
0,50.0,-10017.41,-9639.836000000001,0,8,16,24
0,51.0,-10021.581,-9644.007000000001,0,9,15,24
0,52.0,-10019.072,-9641.498000000001,0,9,15,24
0,53.0,-10021.432,-9643.858000000002,0,9,15,24
0,54.0,-10019.827,-9642.253,0,9,15,24
0,55.0,-10024.136,-9646.562000000002,0,8,16,24
0,56.0,-10019.749,-9642.175000000001,0,9,15,24
0,57.0,-10020.258,-9642.684000000001,0,8,16,24
0,58.0,-10023.225,-9645.651000000002,0,8,16,24
0,59.0,-10021.219,-9643.645,0,9,15,24
0,60.0,-10025.825,-9648.251000000002,0,8,16,24
0,61.0,-10017.116,-9639.542000000001,0,9,15,24
0,62.0,-10020.402,-9642.828000000001,0,9,15,24
0,63.0,-10020.198,-9642.624000000002,0,7,17,24
0,64.0,-10021.632,-9644.058,0,9,15,24
0,65.0,-10020.889,-9643.315,0,8,16,24
0,66.0,-10022.804,-9645.230000000001,0,9,15,24
0,67.0,-10020.89,-9643.316,0,8,16,24
0,68.0,-10024.297,-9646.723000000002,0,7,17,24
0,69.0,-10021.488,-9643.914,0,8,16,24
0,70.0,-10025.528,-9647.954000000002,0,8,16,24
0,71.0,-10021.008,-9643.434000000001,0,7,17,24
0,72.0,-10024.585,-9647.011,0,8,16,24
0,73.0,-10024.108,-9646.534000000001,0,8,16,24
0,74.0,-10018.884,-9641.310000000001,0,9,15,24
0,75.0,-10024.443,-9646.869,0,9,15,24
