,Time,Tot_Energy,Free_Energy,OH2,OH,O,All
0,208.0,-9970.4435,-9648.914499999999,0,5,19,24
0,209.0,-9968.3135,-9646.7845,0,5,19,24
0,210.0,-9972.0159,-9650.4869,0,5,19,24
0,211.0,-9968.0213,-9646.4923,0,5,19,24
0,212.0,-9966.65,-9645.121,0,5,19,24
0,213.0,-9971.3538,-9649.8248,0,5,19,24
0,214.0,-9971.4029,-9649.873899999999,0,5,19,24
0,215.0,-9975.0961,-9653.5671,0,5,19,24
0,216.0,-9967.9634,-9646.4344,0,5,19,24
0,217.0,-9967.5507,-9646.0217,0,4,20,24
0,218.0,-9971.8253,-9650.2963,0,5,19,24
0,219.0,-9971.3579,-9649.8289,0,5,19,24
0,220.0,-9968.9899,-9647.4609,0,5,19,24
0,221.0,-9972.5814,-9651.052399999999,0,5,19,24
0,222.0,-9968.1972,-9646.6682,0,5,19,24
0,223.0,-9971.625,-9650.096,0,5,19,24
0,224.0,-9971.345,-9649.815999999999,0,5,19,24
0,225.0,-9970.7412,-9649.2122,0,5,19,24
0,226.0,-9973.7291,-9652.2001,0,5,19,24
0,227.0,-9968.6601,-9647.131099999999,0,5,19,24
0,228.0,-9972.8071,-9651.2781,0,5,19,24
0,229.0,-9972.0745,-9650.5455,0,5,19,24
0,230.0,-9973.6806,-9652.1516,0,5,19,24
0,231.0,-9971.6227,-9650.0937,0,5,19,24
0,232.0,-9968.6508,-9647.121799999999,0,5,19,24
0,233.0,-9973.1726,-9651.6436,0,5,19,24
0,234.0,-9973.6696,-9652.140599999999,0,5,19,24
0,235.0,-9971.7596,-9650.230599999999,0,5,19,24
0,236.0,-9971.7799,-9650.2509,0,5,19,24
0,237.0,-9973.16,-9651.631,0,5,19,24
0,238.0,-9973.4947,-9651.965699999999,0,5,19,24
0,239.0,-9965.8419,-9644.312899999999,0,5,19,24
0,240.0,-9973.2345,-9651.7055,0,5,19,24
0,241.0,-9971.7649,-9650.2359,0,4,20,24
0,242.0,-9969.947,-9648.418,0,5,19,24
0,243.0,-9970.8894,-9649.3604,0,5,19,24
0,244.0,-9970.8943,-9649.3653,0,5,19,24
0,245.0,-9966.1101,-9644.5811,0,4,20,24
0,246.0,-9970.1279,-9648.598899999999,0,4,20,24
0,247.0,-9973.9323,-9652.4033,0,5,19,24
0,248.0,-9969.8378,-9648.308799999999,0,5,19,24
0,249.0,-9973.4418,-9651.9128,0,4,20,24
0,250.0,-9970.1478,-9648.6188,0,4,20,24
0,251.0,-9971.6965,-9650.1675,0,4,20,24
