,Time,Tot_Energy,Free_Energy,OH2,OH,O,OO,All
0,201.0,-9971.5256,-9642.4176,14,4,1,5,24
0,202.0,-9968.029,-9638.921,13,5,1,5,24
0,203.0,-9972.1011,-9642.9931,14,4,1,5,24
0,204.0,-9970.9261,-9641.8181,13,5,1,5,24
0,205.0,-9972.6578,-9643.5498,14,4,1,5,24
0,206.0,-9969.5099,-9640.401899999999,13,5,1,5,24
0,207.0,-9968.5281,-9639.4201,13,5,1,5,24
0,208.0,-9970.4512,-9641.3432,13,5,1,5,24
0,209.0,-9971.4105,-9642.3025,13,5,1,5,24
0,210.0,-9972.9416,-9643.8336,13,5,1,5,24
0,211.0,-9966.5266,-9637.418599999999,14,4,1,5,24
0,212.0,-9968.8643,-9639.7563,14,4,1,5,24
0,213.0,-9970.9989,-9641.8909,14,4,1,5,24
0,214.0,-9969.9446,-9640.8366,13,5,1,5,24
0,215.0,-9972.4127,-9643.3047,13,5,1,5,24
0,216.0,-9971.4106,-9642.302599999999,14,4,1,5,24
0,217.0,-9970.0222,-9640.9142,14,4,1,5,24
0,218.0,-9969.7376,-9640.6296,13,5,1,5,24
0,219.0,-9970.464,-9641.356,14,4,1,5,24
0,220.0,-9972.4598,-9643.3518,14,4,1,5,24
0,221.0,-9969.3714,-9640.2634,14,4,1,5,24
0,222.0,-9973.1269,-9644.0189,13,5,1,5,24
0,223.0,-9969.9622,-9640.8542,13,5,1,5,24
0,224.0,-9970.6016,-9641.4936,14,4,1,5,24
0,225.0,-9972.0199,-9642.9119,14,4,1,5,24
0,226.0,-9969.4331,-9640.3251,14,4,1,5,24
0,227.0,-9976.0698,-9646.9618,14,4,1,5,24
0,228.0,-9973.2253,-9644.1173,13,5,1,5,24
0,229.0,-9971.6175,-9642.5095,13,5,1,5,24
0,230.0,-9969.089,-9639.981,14,4,1,5,24
0,231.0,-9973.1768,-9644.0688,14,4,1,5,24
0,232.0,-9970.69,-9641.582,14,4,1,5,24
0,233.0,-9971.8682,-9642.7602,13,5,1,5,24
0,234.0,-9970.8007,-9641.6927,14,4,1,5,24
0,235.0,-9967.1463,-9638.0383,13,5,1,5,24
0,236.0,-9969.9702,-9640.8622,12,6,1,5,24
0,237.0,-9970.7776,-9641.6696,14,4,1,5,24
0,238.0,-9970.6333,-9641.5253,15,3,1,5,24
0,239.0,-9968.2032,-9639.0952,13,5,1,5,24
0,240.0,-9971.8885,-9642.780499999999,13,5,1,5,24
0,241.0,-9970.24,-9641.132,14,4,1,5,24
0,242.0,-9967.3764,-9638.268399999999,12,6,1,5,24
0,243.0,-9970.8842,-9641.7762,13,5,1,5,24
0,244.0,-9965.0737,-9635.9657,13,5,1,5,24
0,245.0,-9971.3114,-9642.2034,14,4,1,5,24
0,246.0,-9972.8602,-9643.752199999999,14,4,1,5,24
0,247.0,-9967.4835,-9638.3755,13,5,1,5,24
0,248.0,-9971.9634,-9642.8554,13,5,1,5,24
0,249.0,-9967.3269,-9638.2189,12,6,1,5,24
0,250.0,-9967.391,-9638.283,12,6,1,5,24
0,251.0,-9967.5066,-9638.3986,13,5,1,5,24
