,Time,Tot_Energy,Free_Energy,OH2,OH,O,All
0,0.0,-9993.532,-9696.4445,0,12,12,24
0,1.0,-9930.7471,-9633.6596,0,10,14,24
0,2.0,-9930.4748,-9633.3873,0,10,14,24
0,3.0,-9932.737,-9635.6495,0,10,14,24
0,4.0,-9936.7168,-9639.6293,0,9,15,24
0,5.0,-9936.9572,-9639.869700000001,0,10,14,24
0,6.0,-9937.4811,-9640.393600000001,0,9,15,24
0,7.0,-9938.9569,-9641.8694,0,8,16,24
0,8.0,-9938.9955,-9641.908000000001,0,7,17,24
0,9.0,-9945.6072,-9648.5197,0,8,16,24
0,10.0,-9943.7758,-9646.6883,0,7,17,24
0,11.0,-9945.8115,-9648.724,0,7,17,24
0,12.0,-9943.1821,-9646.0946,0,8,16,24
0,13.0,-9941.0526,-9643.965100000001,0,7,17,24
0,14.0,-9944.8951,-9647.8076,0,6,18,24
0,15.0,-9939.3984,-9642.3109,0,5,19,24
0,16.0,-9938.7261,-9641.6386,0,5,19,24
0,17.0,-9940.6625,-9643.575,0,5,19,24
0,18.0,-9945.9914,-9648.903900000001,0,5,19,24
0,19.0,-9946.3531,-9649.2656,0,5,19,24
0,20.0,-9944.1233,-9647.0358,0,5,19,24
0,21.0,-9947.7623,-9650.6748,0,5,19,24
0,22.0,-9946.0119,-9648.9244,0,5,19,24
0,23.0,-9945.4738,-9648.3863,0,5,19,24
0,24.0,-9942.7039,-9645.6164,0,5,19,24
0,25.0,-9947.5907,-9650.503200000001,0,5,19,24
0,26.0,-9946.8312,-9649.7437,0,5,19,24
0,27.0,-9944.9513,-9647.863800000001,0,5,19,24
0,28.0,-9949.537,-9652.4495,0,5,19,24
0,29.0,-9945.3244,-9648.2369,0,5,19,24
0,30.0,-9947.6137,-9650.5262,0,5,19,24
0,31.0,-9944.0338,-9646.9463,0,5,19,24
0,32.0,-9945.5935,-9648.506000000001,0,5,19,24
0,33.0,-9947.015,-9649.9275,0,5,19,24
0,34.0,-9945.2465,-9648.159,0,5,19,24
0,35.0,-9948.2528,-9651.1653,0,5,19,24
0,36.0,-9948.1355,-9651.048,0,5,19,24
0,37.0,-9946.7988,-9649.7113,0,5,19,24
0,38.0,-9944.2041,-9647.116600000001,0,5,19,24
0,39.0,-9943.9628,-9646.8753,0,5,19,24
0,40.0,-9943.7756,-9646.688100000001,0,5,19,24
0,41.0,-9947.6709,-9650.5834,0,5,19,24
0,42.0,-9946.8776,-9649.7901,0,5,19,24
0,43.0,-9943.9571,-9646.8696,0,5,19,24
0,44.0,-9949.0955,-9652.008,0,5,19,24
0,45.0,-9944.8262,-9647.7387,0,5,19,24
0,46.0,-9946.1089,-9649.0214,0,5,19,24
0,47.0,-9947.593,-9650.505500000001,0,5,19,24
0,48.0,-9950.6311,-9653.5436,0,5,19,24
0,49.0,-9949.1498,-9652.0623,0,5,19,24
0,50.0,-9945.8888,-9648.801300000001,0,5,19,24
0,51.0,-9945.3034,-9648.215900000001,0,5,19,24
0,52.0,-9953.1891,-9656.1016,0,5,19,24
0,53.0,-9946.2698,-9649.1823,0,5,19,24
0,54.0,-9947.096,-9650.0085,0,4,20,24
0,55.0,-9950.6028,-9653.515300000001,0,4,20,24
0,56.0,-9946.7337,-9649.646200000001,0,4,20,24
0,57.0,-9950.3763,-9653.2888,0,4,20,24
0,58.0,-9945.8468,-9648.7593,0,4,20,24
0,59.0,-9946.721,-9649.6335,0,4,20,24
0,60.0,-9948.7938,-9651.7063,0,4,20,24
0,61.0,-9946.5672,-9649.4797,0,4,20,24
0,62.0,-9948.3136,-9651.2261,0,4,20,24
0,63.0,-9946.1084,-9649.0209,0,4,20,24
0,64.0,-9949.34,-9652.2525,0,4,20,24
0,65.0,-9949.5187,-9652.4312,0,4,20,24
0,66.0,-9948.3869,-9651.2994,0,4,20,24
0,67.0,-9949.4952,-9652.4077,0,4,20,24
0,68.0,-9947.8611,-9650.7736,0,4,20,24
0,69.0,-9945.9004,-9648.8129,0,4,20,24
0,70.0,-9950.7788,-9653.6913,0,4,20,24
0,71.0,-9944.6779,-9647.590400000001,0,4,20,24
0,72.0,-9947.8893,-9650.801800000001,0,4,20,24
0,73.0,-9949.8341,-9652.7466,0,4,20,24
0,74.0,-9952.4718,-9655.3843,0,4,20,24
0,75.0,-9945.901,-9648.8135,0,4,20,24
0,76.0,-9951.962,-9654.8745,0,4,20,24
0,77.0,-9944.7178,-9647.6303,0,4,20,24
0,78.0,-9950.5927,-9653.5052,0,4,20,24
0,79.0,-9949.0439,-9651.956400000001,0,4,20,24
0,80.0,-9946.3222,-9649.2347,0,4,20,24
0,81.0,-9945.8788,-9648.7913,0,4,20,24
0,82.0,-9948.4064,-9651.3189,0,4,20,24
0,83.0,-9943.8454,-9646.7579,0,4,20,24
0,84.0,-9945.9293,-9648.8418,0,4,20,24
0,85.0,-9948.7683,-9651.6808,0,4,20,24
0,86.0,-9949.9699,-9652.8824,0,4,20,24
0,87.0,-9946.0566,-9648.9691,0,4,20,24
0,88.0,-9949.8099,-9652.7224,0,4,20,24
0,89.0,-9947.8651,-9650.777600000001,0,3,21,24
0,90.0,-9947.3637,-9650.2762,0,3,21,24
0,91.0,-9950.1999,-9653.1124,0,3,21,24
0,92.0,-9950.0648,-9652.9773,0,3,21,24
0,93.0,-9948.0895,-9651.002,0,2,22,24
